0,0,4
0,2.12125,6.12125
0,3.2794526345,8.1216750389
0,4.3334170623,10.0036916137
0,5.2925247193,11.7696678914
0,6.1653127122,13.4219246756
0,6.9595498087,14.9627363542
0,7.6823055873,16.3943318271
0,8.3400133649,17.7188954162
0,8.9385274596,18.9385677574
0,9.4831753016,20.0554466734
0,9.9788048521,21.0715880309
0,10.429827756,21.9890065791
0,10.8402586104,22.8096767724
0,11.2137506986,23.5355335759
0,11.5536285087,24.1684732556
0,11.8629173249,24.7103541523
0,12.1443701556,25.1629974398
0,12.400492239,25.5281878687
0,12.6335633416,25.8076744945
0,12.8456580511,26.0031713916
0,13.0386642423,26.1163583529
0,13.2142998813,26.1488815756
0,13.3741283175,26.102354333
0,13.5195721985,25.9783576328
0,13.6519261341,25.7784408628
0,13.772368219,25.5041224227
0,13.8819705194,25.1568903448
0,13.9817086156,24.7382029002
0,14.0724702858,24.249489195
0,14.155063408,23.6921497531
0,14.2302231514,23.0675570879
0,14.2986185199,22.3770562625
0,14.360858307,21.6219654389
0,14.4174965149,20.8035764159
0,14.4690372856,19.9231551562
0,14.5159393882,18.9819423034
0,14.5586203029,17.9811536882
0,14.5974599363,16.9219808246
0,14.6328040038,15.8055913966
0,14.6649671061,14.6331297343
0,14.6942355301,13.4057172814
0,14.7208697966,12.1244530526
0,14.7451069799,10.7904140825
0,14.7671628173,9.4046558647
0,14.7872336299,7.9682127834
0,14.8054980699,6.4820985347
0,14.8221187108,4.9473065412
